"id","name","sub_title","preparation_method","nut_recommend","comment","minutes","meal_types","ingredients"
"487","ארפס ונצואליניים","","מערבבים בקערה מים, שמן ומלח עד שהמלח נמס. מוסיפים בהדרגה את הקמח, לאט לאט ותוך כדי ערבוב כדי להימנע מהיווצרות גושים. ממשיכים לערבב עד לקבלת בצק אחיד, לח אבל לא רטוב ולא יבש מדי. אם הבצק יבש מוסיפים כף מים ומערבבים. יוצרים מהבצק כדור, מכסים ומניחים בצד ל־10 דקות.\r\nמחלקים את הבצק ל־8 חלקים, מכדררים ויוצרים מכל כדור דסקית בעובי של כ־1 ס״מ.\r\nמברישים רשת גריל או מחבת במעט שמן, מלהיטים, מניחים את הארפס ומטגנים 5־6 דקות מכל צד עד שהארפס משחימים. מסירים מהאש, עורמים את הארפס ומצננים.\r\nלאחר הצינון אפשר לחצות את הארפס כמו פיתה ולמלא במה שאוהבים.\r\n\r\n\r\n","ארפה הוא מאפה שמקורו בדרום אמריקה, ונחשב למאכל הלאומי בוונצואלה. \r\nמקובל להגיש אותו במגוון מילויים כמו בשר מבושל, תבשיל שעועית, גבינה, אבוקדו ועוד.\r\nהארפה מהווה תחליף טוב עבור אלו הרגישים לגלוטן שכן מבוסס על תירס, שאינו מכיל גלוטן.","ניתן להקפיא את הארפס המוכנים עד חודש.","20","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, תוספת","תירס, תירס מתוק"
"488","צ\'יפס קייל","","מחממים תנור ל-100 מעלות.\r\nטוחנים בבלנדר או במעבד מזון את כל מרכיבי הרוטב עד לקבלת תערובת סמיכה וחלקה.\r\nמערבבים את עלי הקייל בתערובת כך שתעטוף אותם היטב.\r\nמסדרים את הקייל בשכבה אחת בתבנית מרופדת בנייר אפייה ואופים כ-40 דקות, עד שהקייל יבש ופריך. במהלך האפייה, הופכים מדי פעם את הקייל.","הקייל שייך למשפחת המצליבים וזוכה לכינוי \"כרוב על\". הוא עשיר בסיבים תזונתיים, ויטמינים ומינרלים ומומלץ לצריכה במסגרת תפריט מאוזן ומגוון. ","ניתן להוסיף למרכיבי הרוטב חצי שן שום (בהתאם לרגישות ולתוצאות הבדיקה). ","60","ארוחת צהריים, ארוחת ערב, נשנוש, תוספת, סלטים","No ingredients"
"489","שניצל ללא ביצה","","מחממים תנור ל180 מעלות , מרפדים תבנית בנייר אפיה ומשמנים את הנייר.\r\nטובלים כל רצועת חזה עוף משני הצדדים בקערית התבלינים ולאחר מכן בפירורי לחם (מומלץ שרצועות העוף יהיו יבשות ממים).\r\nמניחים על נייר אפיה משומן, מרססים או מברישים מעל במעט שמן ומכניסים לתנור למשך 10-15 דקות. לאחר מכן הופכים את השניצלים צד ואופים 5-10 דקות נוספות, עד להזהבה. מומלץ להגיש מיד.","שניצלים אפויים הם פתרון בריא ומזין יותר לשניצלים המטוגנים. מומלץ לשלב אותם במסגרת תפריט מאוזן. ","ניתן להשתמש בפירורי לחם המכילים גלוטן, או בפירורי לחם ללא גלוטן - בהתאם לרגישות ולתוצאות הבדיקה. חשוב לקרוא את רשימת המרכיבים של פירורי הלחם ולוודא שאין חשיפה למוצר מזון אליו יש רגישות.\r\nניתן לגוון את התיבול של השניצל ולהוסיף חרדל, אבקת שום, כורכום, זעתר, פטרוזיליה יבשה, צ\'ילי חריף - בהתאם לרגישות ולתוצאות הבדיקה. ","30","ארוחת ערב","כמון, עוף, פפריקה, תבלין"
"490","מקלוני זעתר ","","מחממים תנור ל-180 מעלות, ומרפדים תבנית בנייר אפיה.\r\nמערבבים בקערה את כל החומרים היבשים: קמח שיבולת שועל, קמח כוסמת, אבקת אפיה, מלח וזעתר.\r\nמוסיפים לסירוגין חצי כוס מים ו-2 כפות שמן זית עד לקבלת גושי בצק. לאחר מכן, מוסיפים עוד 3 כפות מים עד לקבלת בצק אחיד. \r\nיוצרים מהבצק כדורים ומגלגלים למקלונים בעובי של אצבע.\r\nבקערה מערבבים זעתר, מלח שמן זית. מגלגלים בתערובת את המקלונים ומניחים על נייר האפייה.\r\nאופים כ-20 דקות עד להזהבה. ","מתקבלים כ-20 מקלונים, וכל 2 כאלו שקולים לפרוסת לחם.\r\nמומלץ לאכול לצד ירקות חתוכים ולאבנה / חומוס / אבוקדו / טחינה (בהתאם לרגישות ולתוצאות הבדיקה).","","30","ארוחת בוקר, ארוחת ערב, נשנוש, תוספת","זית, כוסמת, צתרה, שיבולת שועל"
"491","ממרח טופו בטעם כבד","","מטגנים את הבצלים בסיר רחב על להבה נמוכה עד להזהבה (כ-25 דקות).\r\nמוסיפים את היין ומערבבים.\r\nמוסיפים את קוביות הטופו, השמרים ורוטב הסויה ומבשלים במשך 5 דקות. \r\nטוחנים למרקם חלק. ","תחליף מצוין לממרח כבד שהוא טבעוני, עשיר בחלבון ובסידן. ניתן לשמור במקרר עד 3 ימים.","עבור מי שרגיש לגלוטן - יש להקפיד שרוטב הסויה ושמרי הבירה לא מכילים גלוטן. ","30","ארוחת בוקר, ארוחת ערב, תוספת","בצל, זית, ענב / צימוק, פולי סויה, שמרים"
"492","רוטב ויניגרט בלסמי-דבש ביתי","","שמים את כל החומרים בכלי ארוך וצר.\r\nטוחנים בעזרת מוט בלנדר ידני למסה אחידה על מנת להגיע למרקם מושלם.\r\nשומרים בצנצנת מעוקרת ונקייה במקרר.\r\n","רוטב לסלט מכיל ערך קלורי רב כיוון שמכיל ברובו שמן. על כן, מומלץ להגביל את כמות הרוטב לכף אחת למנה עבור כל סועד.","ניתן לשמור את הוויניגרט עד חודשיים במקרר.\r\nעבור מי שרגיש לגלוטן - יש לוודא שהחומץ הבלסמי בו אתם משתמשים לא מכיל גלוטן.\r\nניתן להוסיף לתיבול פלפל שחור, אנגלי או לבן - בהתאם לרגישות ולתוצאות הבדיקה.","10","ארוחת בוקר, ארוחת ערב, נשנוש, תוספת, סלטים","דבש (תערובת), זית, זרעי חרדל, ענב / צימוק"
"493","חיתוכיות תמרים ופצפוצי קינואה","","מחממים סיר קטן על אש בינונית עד שהוא חם (כחצי דקה), שופכים שכבה אחידה של גרגרי קינואה (שימו לב שהם בשיכבה אחת ולא עולים אחד על השני), סוגרים את המכסה, ומזיזים מעט את הסיר על הכיריים כל כמה שניות, ומקשיבים. גרגרי הקינואה יעשו מין רעש שנשמע כמו \"פק\" קטן כזה, אז צריך לשים לב להקשיב לסיר, וכשנגמרים הפיקפוקים (כשתי דקות) להוריד מהאש ולהוציא את הקינואה לקערה מיד (הסיר עדיין חם). ההבדל בין פצפוצי קינואה קריספיים וטעימים לבין גרגרי קינואה שרופה הוא הבדל של שניות, אז שימו לב. את הרבע כוס קינואה \"נפצפץ\" בכ-2 או 3 נגלות בסיר.\r\nבמעבד מזון טוחנים את התמרים , הקינואה, קוקוס וטחינה עד שנוצר כדור דביק ואחיד יחסית של העיסה.\r\nמשטחים את העיסה על תבנית מרופדת בנייר אפייה, פורסים על העיסה נייר אפייה נוסף ולוחצים בעזרת כוס לאורך ולרוחב העיסה כדי להדק אותה.\r\nמכניסים למקרר לשעתיים, חותכים לריבועים, ומגישים.","לצורך הגיוון, ניתן להשתמש בקינואה מעורבת (לבנה, אדומה, צהובה). ","אם מעדיפים מרקם קשה יותר, ניתן לשמור את החיתוכיות בפריזר.","15","ארוחת בוקר, נשנוש, תוספת, קינוחים","סומסום, קוקוס, קינואה, תמר"
"494","סלט פלפלים קלויים","","קולים את הפלפלים על אש גלויה או בתוך נייר כסף בתנור עד שהם משחימים היטב מכל הכיוונים. מכסים בפלסטיק נצמד לרבע שעה כדי שיזיעו. מקלפים בקלילות את הקליפה השרופה ופורסים אותה לרבעים או לחתיכות יותר קטנות לפי טעמכם. \r\nשומרים את הנוזלים הכהים שיוצאים מהפלפלים ונפטרים מהחרצנים. \r\nבסיר קטן מערבבים את החומץ עם חצי כוס מים ומביאים לרתיחה ושופכים על הפלפלים. מוסיפים את שיני השום הפרוסות, מלח גס וכוסברה ומערבבים היטב. מניחים בכלי אטום.\r\nהסלט יותר טעים ככל שעובר הזמן ולכן מומלץ להכין אותו מראש. ","ניתן להוסיף מנה חלבונית לסלט ולשדרג אותו עם גבינת פטה, גרגרי חומוס מבושלים, עדשים שחורות מבושלות, שעועית בובעס מבושלת - בהתאם לרגישות ולתוצאות הבדיקה. ","עבור מי שלא אוהב כוסברה - ניתן להחליף בכמות זהה של פטרוזיליה. ","40","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, סלטים","כוסברה, פלפל, צ\'ילי הברינו, צ\'ילי קאיין, שום, שום הבר"
"495","קציצות עדשים וטופו","","מחממים תנור ל-200 מעלות ומרפדים תבנית בנייר אפייה משומן. \r\nמערבבים את כל החומרים לתערובת אחידה. \r\nמעצבים מהתערובת קציצות פחוסות בקוטר 6 ס”מ ומניחים בתבנית. מזליפים מעט שמן זית מעל, אפשר גם בתרסיס. \r\nאופים 20 דקות או עד שהקציצות יציבות וזהובות.","קציצות צמחיות מצוינות המהוות תחליף מצוין לחלבון מהחי. \r\nניתן להחליף את תפוח האדמה בבטטה קטנה מבושלת.\r\n","ניתן להחליף את הכוסברה בפטרוזיליה, או לשלב חצי-חצי בכמויות. ","30","ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","בצל, זית, חומוס, כוסברה, עדשים, פולי סויה, שום, שום הבר, תפוח אדמה"
"496","קציצות דגים על הפלנצ\'ה","","מערבבים היטב את כל מרכיבי הקציצה ומערבבים היטב עד שאפשר לקרוץ קציצות שלא מתפרקות, לפחות 4 דקות. \r\nמתבלים במלח ופלפל ויוצרים קבבים קטנים מאורכים. \r\nצורבים אותם על מחבת פסים או מחבת רגילה במעט שמן זית עד לחריכה טובה משני הצדדים. שימו לב לא להפוך אותם עד שהם לא צרובים היטב בצידם הראשון. מגישים מיד. ","מנת חלבון מצוינת שאפשר לשלב בתוך כריך, לצד ירקות אפויים או סלט ירקות חי.\r\n","ניתן להוסיף צ\'ילי - בהתאם להעדפה אישית ורגישות הנמצאה בתוצאות הבדיקה.","30","ארוחת צהריים, ארוחת ערב","בצל, ג\'ינג\'ר, זנגביל, דג קוד, זית, כוסברה"
"497","פשטידת גזר","","מחממים תנור ל-180 מעלות. \r\nקוצצים את הבצל לקוביות קטנות ומטגנים בשמן זמן עד הזהבה. מצננים.\r\nמגרדים על הצד הדק בפומפייה, הישר לתוך קערה גדולה, 3 גזרים, שורש פטרוזיליה ו-3 שיני שום.\r\nפורסים את העירית לטבעות דקות מאוד ומוסיפים לקערה.\r\nמוסיפים ביצים ובצל מטוגן ומערבבים היטב.\r\nמוסיפים קמח, אבקת אפייה, מלח ופלפל שחור ומערבבים.\r\nמעבירים את הבלילה לתבנית אינגליש קייק משומנת עם נייר אפייה בתחתית (לחילוץ נוח יותר).\r\n– אופים במשך חצי שעה או עד שהפשטידה זהובה ויציבה. מצננים היטב לפני שפורסים אחרת הנוזלים מהירקות יברחו החוצה.","ניתן להוסיף לבצל המטוגן קוביות קטנות של סלרי טרי.\r\nמומלץ להוסיף עיטור מעל הפשטידה (בהתאם לרגישות ולתוצאות הבדיקה): 2 כפיות שומשום/זרעי פשתן/פרג/זרעי צ\'יה.","יש לבחור בקמח בהתאם לרגישות - עם או ללא גלוטן.\r\nדוגמאות לקמחים שמכילים גלוטן: קמח חיטה מלאה, קמח כוסמין, קמח שיפון.\r\nדוגמאות לקמחים ללא גלוטן: קמח עדשים, קמח חומוס, קמח תפוחי אדמה, קמח תירס.","40","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, תוספת","ביצי תרנגולות (חלבון וחלמון), בצל, גזר, זית, חלבון הביצה, חלמון הביצה, עירית, פטרוזיליה, שום, שום הבר"
"498","פנקייק טבעוני ללא גלוטן","","בקערה מערבבים קמח שיבולת שועל, קמח טפיוקה ואבקת אפייה.\r\nמוסיפים את כל שאר המרכיבים ומערבבים היטב.\r\nמחממים מחבת נונסטיק על אש בינונית ללא שמן.\r\nמוזגים מצקת מהבלילה למחבת החמה ומחכים ליצירת בועות. \r\nכשמופיעות הבועות, הופכים את הפנקייק לצד השני. \r\nמבשלים עוד כדקה ומגישים חם. ","ניתן להכין קמח שיבולת שועל בבית על ידי טחינה של שיבולת שועל במטחנת תבלינים ביתית. \r\nעבור מי שאינו רגיש לסויה - מומלץ להעדיף חלב סויה על פני משקה שיבולת שועל, שכן הוא עשיר יותר בחלבון ובסידן. ","מומלץ להגיש חם לצד רוטב מייפל / טחינה / סילאן / פירות טריים / אגוזים וכל ורסיה אחרת שאוהבים. ","15","ארוחת בוקר, ארוחת ערב, נשנוש, קינוחים","וניל, טפיוקה, קנה סוכר, שיבולת שועל, תפוח עץ"
"499","מניפת תפוחי אדמה","","מחממים תנור ל-190 מעלות.\r\nפורסים בעדינות את תפוחי האדמה לפרוסות דקות ואחידות בגודלן, כך שהחלק התחתון של תפוח האדמה נשאר מחובר.\r\nמניחים על תבנית מרופדת בנייר אפייה. \r\nמברישים את תפוחי האדמה בשמן זית, ומפזרים מעליהם את המלח והטימין ואופים 30 דקות.\r\nמוציאים מהתנור, מברישים את תפוחי האדמה בעוד שמן זית ומחזירים לתנור ל-20 דקות, עד להזהבה.","","ניתן להוסיף לתבלינים שום גבישי, פלפל או פתיתי צ\'ילי חריף (בהתאם לרגישות ולתוצאות הבדיקה).","70","ארוחת צהריים, תוספת","זית, תימין , קורנית, תפוח אדמה"
"500","חביתה טבעונית","","מנפים לקערה קמח עדשים.\r\nמוסיפים את שאר המרכיבים היבשים ומערבבים.\r\nמוסיפים חומץ, 1 כף שמן ומעט מים ומערבבים.\r\nמוסיפים עוד מים עד לקבלת בלילה במרקם של טחינה גולמית.\r\nמחממים מחבת טפלון עם מעט שמן. כשהשמן חם, שופכים את הבלילה למחבת.\r\nלאחר הופעת בועות מכסים את המחבת ומבשלים עוד 2 דקות.\r\nהופכים את החביתה לצד השני ומבשלים עוד 2-3 דקות.\r\nמגישים חם. ","קמח עדשים עשיר בחלבון (24 גרם חלבון עבור 100 גרם) ועל כן מהווה תחליף נפלא למנת חלבון עבור מי שטבעוני / רגיש לביצה. ","ניתן להוסיף ירקות (בהתאם להעדפה אישית ולתוצאות הבדיקה) כמו: פטרוזיליה קצוצה, פטריות, בצל.\r\nחשוב לבשל את הבלילה מיד ולא לתת לה לשבת כיוון שהיא תתקשה ותתייבש. ","10","ארוחת בוקר, ארוחת ערב, תוספת","טפיוקה, עדשים, שום, שום הבר"
"501","קוביות טופו אפוי בתנור","","מחממים תנור ל-180 מעלות, ומרפדים תבנית בנייר אפיה.\r\nחותכים את הטופו לקוביות אחידות ומנגבים את שאריות הנוזלים בעזרת מגבת או נייר סופג.\r\nמעבירים את הטופו לקערה, ומוסיפים את נוזלי המרינדה: שמן וסויה. \r\nמפזרים את עמילן התירס מעל הטופו ומערבבים היטב, ליצירת מעטה קריספי.\r\nמניחים את הטופו על תבנית האפייה בשכבה אחידה.\r\nאופים במשך 25-30 דקות עד להזהבה. ","תחליף צמחוני-טבעוני נהדר שעשיר בחלבון וסידן.\r\nניתן להצמיד לאנטיפסטי, סלט ירקות חי או תבשיל קטניות לקבל ארוחה מלאה.","עבור מי שרגיש לגלוטן - יש להשתמש ברוטב סויה ללא גלוטן. ","40","ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","זית, פולי סויה, תירס, תירס מתוק"
"503","סלט אורז מלא","עשביים טריים, משמש מיובש ותערובת אגוזים","בשל את האורז בהתאם להוראות על האריזה. ייבש את האורז והנח בצד עד שמתקרר. \r\nלחתוך בגסות את מיקס האגוזים, הבזיליקום, נענע ואת המשמש המיובש. \r\nלשלב בקערה את האורז עם האגוזים, העלים והמשמש. לתבל עם מלח ופלפל שחור לפי הטעם ולהוסיף שמן זית. ","","ניתן להשתמש באילו אגוזים שרוצים לפי תוצאות הרגישות בבדיקה. ","25","תוספת","אורז, בזיליקום, ריחן, מנטה, נענע, משמש"
"504","נודלס ירוקים","קל, בריא וממלא","לחתוך את האפונה לחצאים אורכיים.\r\nלפרוס את הפטריות, השום ולקלף את הג\'ינג\'ר.\r\nלדלל את המיסו במחבת לפי ההוראות על גבי האריזה. מביאים לרתיחה ומוסיפים את הברוקולי, האופנה והפטריות עד שהכל מבושל והברוקולי התרכך. \r\nלהוסיף למחבת את התרד, שום, ג\'ינג\'ר ואטריות האורז ולבשל עד שאטריות האורז מתרככות. \r\nלהוציא מהמחבת לצלחת ולהוסיף את עלי הכוסברה. \r\n\r\n","","","15","ארוחת צהריים, ארוחת ערב, סלטים","אורז, אפונה, ברוקולי, ג\'ינג\'ר, זנגביל, כוסברה, פולי סויה, פטריות האחו, פטריות יער, פטריות שאנטרל, שום, תרד"
"505","חזה עוף בליים","","מערבבים בשקית את חזה העוף עם הקורנפלור. מחממים שמן וצורבים את חזה העוף כ- 5 דקות מכל צד. מוסיפים את השאלוט, התבלינים, פרוסות הליים והמיץ ומערבבים מעט. מוסיפים סילאן ומים ומביאים לרתיחה.\r\nמנמיכים את הלהבה ומבשלים ללא כיסוי עד לצמצום הנוזלים.\r\nמפזרים פטרוזיליה מעל ומגישים","","","25","ארוחת צהריים, ארוחת ערב","בצל, כמון, ליים, עוף, פטרוזיליה, תירס, תירס מתוק, תמר"
"506","סלט נודלס","","להכין את הנודלס לפי הוראות ההכנה על האריזה. \r\nמביאים מים בסיר לרתיחה. \r\nחותכים את הברוקולי לפרחים ומבשלים במים הרותחים במשך 2 דקות. \r\nמוסיפים את השעועית והאדממה (פולי הסויה הקלופים) לסיר עם המים ומביאים שוב לרתיחה. \r\nמסננים את המים ומרעננים את הירקות תחת מים קרים. \r\nקולים את השומשום במחבת יבשה על אש בינונית. \r\nלחתוך את את הבצל הירוק ולקצוץ את עלי המנטה. \r\nלהכנת הרוטב: לקלף ולקצוץ את הג\'ינג\'ר, לחתוך דק את הצ\'ילי ולהכניס את שניהם לצנצנת זכוכית עם מכסה. \r\nלסחוט 4 כפות מיץ לימון לצנצנת ולאחר מכן להוסיף את שאר המרכיבים של הרוטב ולנער היטב. \r\nמערבבים בקערה את כל הרכיבים: אטריות, ירקות ירוקים, בצל ירוק, רוטב, עלי המנטה הקצוצים והשומשום הקלוי. \r\n","","","25","סלטים","אורז, אפונה, בצל, ברוקולי, ג\'ינג\'ר, זנגביל, ליים, מנטה, נענע, סומסום, פולי סויה, צ\'ילי קאיין"
"507","כרוביות וברוקולי צלויים בתנור בליווי קרם יוגורט","","מחממים תנור גריל 220 מעלות.\r\nמערבבים את רכיבי המרינדה. מפרקים את הכרוביות והברוקולי לפרחים בינוניים, מזלפים את המרינדה ומעסים היטב בידיים. מעבירים לתבנית עם נייר אפייה, מפזרים מעל את שיני השום, מזלפים שמן זית ומעט מלח וצולים עד להזהבה 30-20 דקות. מוציאים לצינון.\r\nמכינים את קרם היוגורט- מערבבים את כל הרכיבים בכפית (לא בבלנדר כדי לא לשבור את היוגורט).\r\nבמחבת על להבה בינונית קולים את השקדים כ-5 דקות, תוך כדי ערבוב, עד להזהבה.\r\nמפזרים את השקדים הקלויים מעל הירקות ומגישים לצד קרם היוגורט.","","","15","תוספת, סלטים","אורגנו, ברוקולי, דבש (תערובת), כרובית, פלפל, שחור, רוזמרין, שקד, תפוז"
"508","גזרים שלמים צלויים במרינדת ג\'ינג\'ר וסילאן","","מחממים תנור ל 190 מעלות\r\nקולפים את הגזרים ומשאירים את הקצוות (למראה אותנטי..)\r\nמכינים את המרינדה- בקערה מערבבים סילאן, רוטב סויה ושמן זית, קוצצים את הג\'ינג\'ר לפרוסות דקות ומערבבים היטב.\r\nמערבבים את הגזרים היטב ברוטב ומסדרים בתבנית אפייה עם יתרת הרוטב מעל, מכסים ברדיד אלומיניום ואופים כ 30 דקות או עד לריכוך. מידי פעם מרטיבים את הגזרים ברוטב. מסירים את רדיד האוליניום ואופים 15 דק נוספות לקבלת גוון שחום.\r\nלפני ההגשה- מברישים שוב את הגזרים ומפזרים שומשום קלוי, קצח ופלפל שחור.","","","15","נשנוש, תוספת","גזר, ג\'ינג\'ר, זנגביל, סומסום, פולי סויה, פלפל, שחור, תמר"
"509","לחם כוסמת","","שמים את הכוסמת בקערה גדולה ומכסים בהרבה מים. לפחות 5 ס”מ מים מעל הכוסמת. מניחים לה לספוג את הנוזלים ולהתרכך למשך הלילה או למשך 6-8 שעות.\r\nמסננים את הכוסמת מהמים ומעבירים לבלנדר. מוסיפים ו-1/3 כוסות מים חדשים (לא את אלה ששפכתם הרגע) וטוחנים במשך 2 דקות עד שנוצרת בלילה שדומה לטחינה דלילה.\r\nמוסיפים את שאר המצרכים ומערבבים היטב.\r\nמעבירים לתבניות אינגליש קייק משומנות היטב, עדיף עם נייר אפייה בפנים, ומכסים עם מגבת או ניילון נצמד. מתפיחים במשך שעה בטמפרטורת החדר.\r\nלפני האפייה מפזרים מעל קצת מהתוספת שבחרתם. למשל: גרעיני חמנייה או שומשום או גרעיני דלעת.\r\nאופים בתנור שחומם מראש ל-175 מעלות במשך שעה עד שעה ורבע ואז מוציאים, משחררים מהתבנית ואופים עוד 10 דקות ללא התבנית על מנת שהחלק התחתון, שנוטה טיפה להירטב בתנור, יתייבש. הלחם צריך לצאת ממש זהוב, אם עדיין קצת חיוור - לאפות עוד קצת. \r\nמחכים עד שהלחם קר לגמרי, ולא דקה קודם, ורק אז חותכים אחרת יצא לכם מרקם בצקי בפנים.\r\n\r\n","","* המצרכים מספיקים ל-2 כיכרות לחם כוסמת בתבנית אינגליש קייק.\r\n* במקום שמרים אפשר להניח את הבלילה בתבניות ולהמתין 6-8 שעות במקום שעה של התפחה. משם ממשיכים לאפות כרגיל.\r\n* במקום טימין/רוזמרין אפשר לשים 1/2 כפית אבקת שום או אורגנו מיובש (לגרסה מלוחה).\r\n* מומלץ מאוד לשים מיקסים של אגוזים וגרעינים. \r\n","20","ארוחת בוקר, תוספת","כוסמת"
"510","פריטטה טבעונית","","מחממים מעט שמן זית במחבת ומטגנים את הבטטה והבצל המגוררים למשך כ-5 דק׳ עד שרכים. \r\nבינתיים מכינים את הבלילה: מערבבים היטב את המרכיבים היבשים ומוסיפים תחליף חלב וחומץ תפוחים.  \r\nמוסיפים את הבצל והבטטה המוכנים לקערה. \r\nמחממים מחבת נון סטיק עם מעט שמן, מוזגים את הבלילה ומשטחים אותה במחבת. מטגנים במשך כ-3 דקות בחום בינוני, מכסים את המחבת וממשיכים בבישול עוד מספר דקות. \r\nמסירים מהאש, הופכים את הפריטטה בעדינות ומחזירים אותה למחבת. \r\nממשיכים לטגן כ-5 דק׳ נוספות ומסירים מהאש.","","בעת טיגון הבצל והבטטה - ניתן להוסיף מעט מים במידת הצורך ולכסות את המחבת על מנת שהאדים ירככו את הירקות.\r\nניתן להוסיף איזה ירקות שרוצים (בהתאם לבדיקת האי סבילות) בשלב הטיגון. ","15","ארוחת בוקר, ארוחת ערב","אורז, בטטה, בצל, חומוס, שמרים, תפוח עץ"
"511","כמעט באונטי (טבעוני)","","לשים את כל הרכיבים במעבד מזון (מלבד השוקולד). לערבל במשך כ-30 שניות או עד לקבלת תערובת אחידה. \r\nבאמצעות הידיים לגלגל את התערובת לצורה עגולה - מוארכת (בערך אורך של זרת).\r\nלהכין מראש מגש שיכול להיכנס למקפיא עם נייר אפייה ולהניח את תערובת הקוקוס על גביו ולעטוף בניילון נצמד את המגש. להכניס למקפיא למשך כ-30 דקות. \r\nבזמן שחטיפי הקוקוס במקפיא, להכין את השוקולד: להמיס את השוקולד במיקרוגל או בבאן - מרי (להניח את השוקולד בקערה המונחת מעל סיר גדול ובו מים רותחים). \r\nלהוציא את הקוקוס מהמקפיא ולסדר על גבי רשת. \r\nלצפות את חטיפי הקוקוס בשוקולד המומס ולתת להם לנוח. \r\nלהחזיר לתבנית ולהקפיא כ-15 דקות. \r\nשומרים את חטיפי הקוקוס במקרר. \r\n","","אם רוצים עבודה קצת יותר פשוטה: ניתן להניח את מלית הקוקוס בתבנית מרופדת בנייר אפייה, להדק את התערובת למלבן בגוד 15X20 ס\"מ ולהקפיא. מוציאים מהמקפיא וחותכים לגודל הרצוי. מצפים בשוקולד מריר. ","30","קינוחים","סירופ מייפל, פולי קקאו, קוקוס"
"512","מיונז טבעוני","","להניח את כל המרכיבים בקערה עמוקה. \r\nבעזרת מוט בלנדר לעבד את התערובת עד שמתקבלת שמחה חלקה. \r\nלהעביר לצנצנת סגורה. ","","* ניתן לשמור במקרר עד 5 ימים.\r\n* טופו משי הוא טופו רך מאוד. מומלץ של חברת FIRM (קרטון כחול). \r\n* מלח שחור הוא בעל ריח גופרתי חזק המזכיר ביצה קשה. נפוץ מאוד כתבלין במטבח האסייתי. ","10","תוספת, סלטים","זרעי חרדל, לימון, פולי סויה"
"513","סקורדליה - ממרח שום שקדים","","שמים במעבד מזון: שקדים, תפוח אדמה, שום, לחם, חומץ ומלח. מעבדים עד שמתקבל ממרח חלק.\r\nמוסיפים את השמן בזרם דק, תוך כדי פעולת המעבד. \r\nאם יש צורך, מוסיפים מים בכמות הדרושה לקבלת מרקם של חומוס. \r\nבהגשה (לא חובה): מטפטפים מעל שמן זית, זורים מעט שקדים ומגישים. \r\n","","ניתן לשמור בכלי סגור במקרר עד 3 ימים. \r\n","15","תוספת, סלטים","חיטה, ענב / צימוק, שום, שמרים, שקד, תפוח אדמה"
"514","שווארמה הודו עם פטריות","","לחמם שמן במחבת ולטגן את הבצל עד להזהבה.\r\nלהוסיף את הפטריות ולהמשיך בבישול.  \r\nבקערה נפרדת לערבב את רצועות ההודו עם התבלינים: פפריקה, כורכום, כמון, מלח ופלפל. \r\nלשים במחבת את התערובת ולהקפיץ עד שההודו מוכן. ","","","15","ארוחת צהריים, ארוחת ערב","בצל, כורכמין (E100), כמון, פטריות האחו, פטריות יער, פטריות שאנטרל, פפריקה, תבלין, תרנגול הודו"
"515","דוסה - לאפה הודית","","יום לפני ההכנה: לשטוף את האורז היטב ולשים בעקרה. לכסות את האורז במים קרים ולהשרות במהלך הלילה.\r\nבנפרד, לעשות את אותו תהליך לעדשים: לשטוף היטב את העדשים ולהשרות ללילה.\r\nביום ההכנה: לסנן את המים ולהעביר את העדשים והאורז לבלנדר חזק. \r\nלהוסיף 1.5 כוסות מים ולטחון היטב עד לקבלת בלילה חלקה. \r\nממשיכים להוסיף מים בהדרגה עד קבלת מרקם סמיך (כמו של טחינה). \r\nמתבלים את הבלילה בכפית אבקת קארי וחופן עלי כוסברה קצוצים. \r\nמחממים מחבת נון סטוק או מחבת קרפים ומשמנים אותה בספריי שמן. \r\nיוצקים מצקת מהבלילה ומשטחים (צריך להיות עבה יותר מקרפ). \r\nמטגנים מעלה להבה גבוהה עד שהחלק התחתון מזהיב וניתק בקלות מהמחבת. הופכים את הקרפ ומטגנים כמה שניות נוספות עד שהתערובת מכונה.  ","","ניתן לתבל את הדוסה גם בתבלינים אחרים (ובהתאם לרגישות) במקום הקארי והכוסברה. \r\nלמשל כדי לקבל דוסה מקסיקנית, ניתן להוסיף 1/4 כפית פפריקה מעושנת ו- 1/4 כפית פלפל גרוס.\r\nלדוסה ים תיכונית - 1 כפת חוויאג\' למרק וחופן עלי זעתר או אורגנו טרי קצוצים. ","30","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, תוספת","אורז, עדשים"
